Unnamed: 0,认购日期,产品起息日,产品到息日,产品期限,认购金额(万元),产品发行方名称,理财产品名称,sample_id,实际购买公司名称,理财类型,资金来源,实际购买公司和上市公司关系,买卖方是否有关联关系
1993,,,,,3000,广州农村商业银行股份有限公司,对公智能定期存款“稳富1号”,15748,深圳市金新农科技股份有限公司,银行理财产品,自筹资金,公司本身,否
1994,,,,,5000,中信银行深圳福强支行,单位通知存款,15749,深圳市金新农科技股份有限公司,通知存款,自筹资金,公司本身,否
1995,,,,nan天,3000,北京银行股份有限公司深圳分行,北京银行对公客户人民币结构性存款,15750,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
1996,,,,,5500,中国建设银行股份有限公司深圳福田保税区支行,单位通知存款,15750,深圳市金新农科技股份有限公司,通知存款,自筹资金,公司本身,否
1997,,,,nan天,3000,招商银行股份有限公司深圳东门支行,招商银行结构性存款CSZ01959,15752,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
1998,,,,,5000,江苏银行股份有限公司深圳沙井支行,可提前终止结构性存款,15753,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
1999,,,,,5000,中国建设银行股份有限公司深圳市分行福田支行,单位通知存款,15754,深圳市金新农科技股份有限公司,通知存款,自筹资金,公司本身,否
2000,,,,,8500,中国民生银行股份有限公司深圳分行,挂钩利率结构性存款(SDGA180585),15755,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
2001,,,,,5000,中国民生银行股份有限公司深圳分行,挂钩利率结构性存款(SDGA180513),15756,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
2002,,,,,13500,中国民生银行股份有限公司深圳分行,挂钩利率结构性存款(SDGA180433),15758,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
2003,,,,,10000,珠海华润银行股份有限公司,润金2号保本型人民币理财产品,15760,深圳市金新农科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2004,,,,nan天,8000,广发银行股份有限公司深圳景田支行,广发银行“薪加薪16号”人民币结构性存款,15760,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
2005,,,,,5000,交通银行股份有限公司深圳彩田支行,交通银行蕴通财富结构性存款60天,15761,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
2006,,,,nan天,5000,广发银行股份有限公司深圳景田支行,广发银行“薪加薪16号”人民币结构性存款,15761,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
2007,,,,nan天,11000,广发银行股份有限公司深圳分行景田支行,广发银行“薪加薪16号”人民币结构性存款,15764,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
2008,,,,nan天,13000,广发银行股份有限公司深圳分行景田支行,广发银行“薪加薪16号”人民币结构性存款,15765,深圳市金新农科技股份有限公司,结构性存款,自筹资金,公司本身,否
2009,,,,nan天,15000,广发银行股份有限公司深圳分行景田支行银行,广发银行“薪加薪16号”人民币理财计划,15766,深圳市金新农科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2010,,,,nan天,2000,招商银行股份有限公司,招商银行点金公司理财之人民币点金池理财计划,15767,深圳市金新农科技股份有限公司,银行理财产品,自有资金,公司本身,否
2011,,,,nan天,5000,江南农村商业银行股份有限公司,富江南之瑞富安盈G计划R1705期34,15787,江苏今世缘酒业股份有限公司,银行理财产品,自筹资金,控股参股公司,否
2012,,,,nan天,5000,江苏江南农村商业银行股份有限公司,富江南之瑞富安盈A计划R1702期07,15790,江苏今世缘酒业股份有限公司,银行理财产品,自筹资金,控股参股公司,否
2013,,,,nan天,5000,江苏江南农村商业银行股份有限公司,富江南之瑞富安盈A计划R1611期25,15792,江苏今世缘酒业股份有限公司,银行理财产品,自筹资金,控股参股公司,否
2014,,,,nan天,5000,江南农村商业银行,“富江南之瑞富安盈A计划R1602期69”人民币理财产品,15795,江苏今世缘酒业股份有限公司,银行理财产品,自筹资金,控股参股公司,否
2015,,,,nan天,10000,江苏江南农村商业银行股份有限公司,“富江南之瑞富安盈A计划R1602期69”人民币理财产品,15795,江苏今世缘酒业股份有限公司,银行理财产品,自筹资金,公司本身,否
2016,2016-01-26,2016-01-26,,,10000,江南农村商业银行,“悦富Y1602期32”人民币理财产品,15796,江苏今世缘酒业股份有限公司,银行理财产品,自筹资金,控股参股公司,否
2017,,,,nan天,15000,交通银行股份有限公司,“汇利丰”2016年第4530期对公定制人民币理财产品,15797,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2018,,,,nan天,5000,交通银行,蕴通财富.日增利92天,15797,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2019,,,,nan天,9100,中国银行股份有限公司唐山市丰南支行,中银保本理财-人民币按期开放理财产品,15798,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2020,,,,nan天,10000,中国银行股份有限公司唐山市丰南支行,中银保本理财-人民币按期开放理财产品,15798,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,控股参股公司,否
2021,2016-07-28,2016-07-28,,,8000,,中信理财之共赢保本步步高升B款人民币理财产品2/4,15798,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2022,,,,nan天,5000,中国工商银行,中国工商银行保本型法人63天稳利人民币理财产品,15799,浙江奥康鞋业股份有限公司,银行理财产品,自筹资金,公司本身,否
2023,,,,nan天,8000,浙商银行,浙商银行2016年专属理财第171期人民币理财产品,15800,浙江奥康鞋业股份有限公司,银行理财产品,自筹资金,控股参股公司,否
2024,,,,nan天,8000,浙商银行,浙商银行2016年专属理财第80期人民币理财产品,15801,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2025,,,,nan天,10000,中国银行股份有限公司永嘉县支行,中银保本理财-人民币“按期开放”产品,15801,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2026,,,,2016天,16000,中央银行,中银保本理财-人民币全球智选理财产品,15801,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2027,,,,nan天,5000,中国工商银行,中国工商银行保本型法人63天稳利人民币理财产品,15801,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2028,,,,nan天,10000,,“汇利丰”2016年第4319期对公定制人民币理财产品,15801,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2029,,,,nan天,8000,浙商银行,浙商银行2016年专属理财第13期人民币理财产品,15803,浙江奥康鞋业股份有限公司,银行理财产品,自筹资金,公司本身,否
2030,,,,nan天,5000,中国工商银行,中国工商银行保本型法人63天稳利人民币理财产品,15803,浙江奥康鞋业股份有限公司,银行理财产品,自筹资金,公司本身,否
2031,2016-02-23,2016-02-23,,,9100,,人民币“按期开放”理财产品,15803,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2032,,,,nan天,8000,浙商银行,浙商银行2016年专属理财第1期人民币理财产品,15804,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2033,,,,nan天,5000,交通银行,交通银行“蕴通财富.日增利91天”人民币理财产品,15804,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2034,,,,12个月,8000,中国建设银行股份有限公司,中信理财之信赢系列步步高升4号人民币对公理财产品,15804,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2035,,,,,5000,交通银行股份有限公司,“乾元”保本型人民币2016年第1期理财产品,15804,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2036,,,,nan天,1000035,交通银行,交通银行“蕴通财富.日增利182天”人民币理财产品,15804,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2037,,,,nan天,7000,中国农业银行,中国农业银行“本利丰34天”人民币理财产品,15804,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2038,,,,nan天,15000,中国农业银行,中国农业银行“本利丰34天”人民币理财产品,15804,浙江奥康鞋业股份有限公司,银行理财产品,自有资金,公司本身,否
2039,,,,nan天,5000,中国工商银行股份有限公司,迪瑞增利固定收益投资基金,15805,浙江奥康鞋业股份有限公司,基金专户,自有资金,公司本身,否
2040,,,,,2000,江苏常熟农村商业银行股份有限公司,“粒金理财365期”人民币理财产品,15823,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2041,,,,nan天,1500,中信银行股份有限公司,中信理财之共赢利率结构19185期人民币结构性理财产品,15824,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2042,,,,,5000,工商银行,工银理财保本型“随心E”(定向)2017年第3期,15825,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2043,,,,nan天,6000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15825,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2044,,,,,1000,江苏常熟农村商业银行股份有限公司,粒金理财316期,15826,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2045,,,,,1000,江苏常熟农村商业银行股份有限公司,粒金理财317期,15826,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2046,,,,nan天,5000,中信证券股份有限公司,中信证券股份有限公司保本增益系列217期收益凭证产品,15827,江苏通润装备科技股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2047,,,,nan天,1400,中信银行股份有限公司,中信理财之共赢利率结构18297期人民币结构性理财产品,15828,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2048,,,,nan天,8000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15828,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2049,,,,nan天,6000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15829,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2050,,,,nan天,6000,中国工商银行股份有限公司镇江润州支行,工银保本型“随心E”(定向山东)人民币理财产品2017年第2期,15830,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2051,,,,nan天,1000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15830,江苏通润装备科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2052,,,,nan天,5000,中信证券股份有限公司,中信证券股份有限公司保本增益系列142期收益凭证产品(本,15831,江苏通润装备科技股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2053,,,,nan天,2500,中信银行股份有限公司,中信理财之共赢利率结构17702期人民币结构性理财产品,15832,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2054,,,,nan天,1000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15833,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2055,2017-05-10,2017-05-10,,,2000,江苏常熟农村商业银行股份有限公司,“粒金理财265期”人民币理财产品,15834,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2056,,,,nan天,8000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15834,江苏通润装备科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2057,,,,nan天,5000,中信证券股份有限公司,中信证券股份有限公司保本增益系列56期收益凭证产品(本,15835,江苏通润装备科技股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2058,,,,nan天,800,中国工商银行股份有限公司,工银理财共赢3号保本型(定向吉林)2017年第10期,15836,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2059,,,,nan天,1000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15837,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2060,,,,,6000,中国工商银行股份有限公司,工银理财共赢3号保本型2017年第4期B款,15838,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2061,,,,nan天,5000,中信证券股份有限公司,中信证券股份有限公司保本增益系列4期收益凭证产品(本,15838,江苏通润装备科技股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2062,,,,nan天,1000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15839,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2063,,,,nan天,8000,中国银行,中银保本理财-人民币按期开放【CNYAQKF】,15839,江苏通润装备科技股份有限公司,银行理财产品,自有资金,公司本身,否
2064,,,,,35000,交通银行股份有限公司昌吉分行,交通银行蕴通财富结构性存款2个月,15872,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2065,,,,nan天,5000,中国农业银行股份有限公司昌吉宾馆支行,“汇利丰”2019年第4982期对公定制人民币结构性存款产品,15872,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2066,,,,nan天,5000,中国农业银行股份有限公司昌吉宾馆支行,“汇利丰”2019年第4688期对公定制人民币结构性存款产品,15874,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2067,,,,,35000,交通银行股份有限公司昌吉分行,交通银行蕴通财富结构性存款2个月,15875,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2068,,,,nan天,5000,中国农业银行股份有限公司昌吉宾馆支行,“汇利丰”2018年第5791期对公定制人民币结构性存款产品,15876,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2069,,,,,35000,交通银行股份有限公司昌吉分行,交通银行蕴通财富结构性存款2个月,15877,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2070,,,,,35000,交通银行股份有限公司昌吉分行,交通银行蕴通财富结构性存款60天,15878,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2071,,,,2天,,交通银行股份有限公司昌吉分行,交通银行蕴通财富结构性存款62天,15879,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2072,,,,nan天,,中国农业银行股份有限公司昌吉宾馆支行,“汇利丰”2018年第5162期对公定制人民币结构性存款产品,15879,新疆东方环宇燃气股份有限公司,结构性存款,自筹资金,公司本身,否
2073,,,,,5000,厦门银行股份有限公司,“安盈回报”系列,15884,厦门安妮股份有限公司,银行理财产品,自筹资金,公司本身,否
2074,,,,,30000,厦门国际银行股份有限公司,“赢庆”系列代客理财财产品2017180期,15885,厦门安妮股份有限公司,银行理财产品,自筹资金,公司本身,否
2075,2017-06-07,2017-06-07,,nan天,20000201767,厦门银行股份有限公司海沧支行,厦门银行“凤凰花”理财之“生财有道”系列人民币理财产品,15886,厦门安妮股份有限公司,银行理财产品,自筹资金,公司本身,否
2076,,,,nan天,2500,兴业银行,兴业银行企业金融结构性存款,15906,石家庄科林电气股份有限公司,结构性存款,自有资金,公司本身,否
2077,,,,nan天,3500,兴业银行,兴业银行企业金融结构性存款,15907,石家庄科林电气股份有限公司,结构性存款,自有资金,公司本身,否
2078,,,,nan天,1000,上海浦东发展银行股份有限公司石家庄分行,浦发银行利多多对公结构性存款固定持有期JG902期,15908,石家庄科林电气股份有限公司,结构性存款,自筹资金,公司本身,否
2079,,,,nan天,1400,海通证券股份有限公司,海通证券“一海通财.理财宝”系列收益凭证尊享版91天期第117号,15909,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2080,,,,nan天,2000,兴业银行股份有限公司,兴业银行“金雪球-优悦”保本开放式人民币理财产品(1M),15910,石家庄科林电气股份有限公司,银行理财产品,自有资金,公司本身,否
2081,,,,nan天,500,兴业银行股份有限公司石家庄分行,兴业银行“金雪球-优悦”保本开放式人民币理财产品(1M),15911,石家庄科林电气股份有限公司,银行理财产品,自筹资金,公司本身,否
2082,,,,nan天,1000,海通证券股份有限公司,海通证券“一海通财.理财宝”系列收益凭证尊享版34天期第3号,15911,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2083,,,,nan天,1300,兴业银行,兴业银行企业金融结构性存款,15912,石家庄科林电气股份有限公司,结构性存款,自有资金,公司本身,否
2084,,,,nan天,2900,海通证券,海通证券“一海通财.理财宝”系列收益凭证尊享版19天期第2号,15912,石家庄科林电气股份有限公司,证券公司理财产品,自有资金,公司本身,否
2085,2018-07-06,2018-07-06,,,2500,中银国际证券股份有限公司,中银证券锦鲤-收益宝B204号,15913,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2086,,,,nan天,1000,海通证券股份有限公司,海通证券“一海通财.理财宝”系列收益凭证尊享版33天期第3号,15914,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2087,,,,nan天,1000,国泰君安证券股份有限公司,国泰君安证券君柜宝一号2018年第172期收益凭证,15915,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2088,,,,nan天,3500,海通证券股份有限公司,海通证券“一海通财.理财宝”系列收益凭证尊享版64天期第3号,15915,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2089,2018-03-29,2018-03-29,,,3000,中银国际证券股份有限公司,中银证券锦鲤-收益宝B145号,15915,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2090,,,,nan天,500,兴业银行股份有限公司石家庄分行,兴业银行“金雪球-优悦”保本开放式人民币理财产品(1M),15916,石家庄科林电气股份有限公司,银行理财产品,自筹资金,公司本身,否
2091,,,,nan天,2500,国泰君安证券股份有限公司,国泰君安证券君柜宝一号2017年第398期收益凭证,15917,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2092,,,,nan天,6500,海通证券股份有限公司,海通证券“一海通财.理财宝”系列收益凭证尊享版85天期第2号,15919,石家庄科林电气股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2093,,,,nan天,2500,中国民生银行股份有限公司石家庄分行,中国民生银行人民币结构性存款D-1款,15920,石家庄科林电气股份有限公司,结构性存款,自筹资金,公司本身,否
2094,,,,nan天,,兴业银行无锡分行,金雪球—优悦保本开放式人民币理财产品,15929,江苏东珠景观股份有限公司,银行理财产品,自筹资金,公司本身,否
2095,,,,nan天,,交通银行无锡东门支行,蕴通财富.日增利91天,15929,江苏东珠景观股份有限公司,银行理财产品,自筹资金,公司本身,否
2096,,,,,5000,苏州银行无锡分行,2018年第51期结构性存款,15929,江苏东珠景观股份有限公司,结构性存款,自筹资金,公司本身,否
2097,,,,nan天,45000,中信银行苏州分行,中信理财之共赢利率结构18715期人民币结构性理财产品,15929,江苏东珠景观股份有限公司,银行理财产品,自筹资金,公司本身,否
2098,,,,nan天,5000,中信银行无锡分行,中信理财之共赢利率结构18767期人民币结构性理财产品,15929,江苏东珠景观股份有限公司,银行理财产品,自筹资金,公司本身,否
2099,,,,,,苏州银行无锡分行,2017年第467号结构性存款,15930,江苏东珠景观股份有限公司,结构性存款,自筹资金,公司本身,否
2100,,,,,,兴业银行无锡分行,企业结构性存款,15930,江苏东珠景观股份有限公司,结构性存款,自筹资金,公司本身,否
2101,,,,nan天,5000,中信银行无锡分行,中信理财之共赢利率结构17986期人民币结构理财产品,15930,江苏东珠景观股份有限公司,银行理财产品,自有资金,公司本身,否
2102,,,,nan天,70000,中信银行苏州分行,中信理财之共赢利率结构17982期人民币结构理财产品,15930,江苏东珠景观股份有限公司,银行理财产品,自筹资金,公司本身,否
2103,2018-03-08,2018-03-08,,,7000,中信民生银行股份有限公司上海分行,非凡资产管理96天安赢第194期对公款,15955,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2104,,,,nan天,3000,中信民生银行股份有限公司上海分行,中信理财之共赢利率结构19252期人民币结构性理财产品,15955,上海全筑建筑装饰集团股份有限公司,银行理财产品,自筹资金,公司本身,否
2105,,,,nan天,5000,兴业银行股份有限公司上海分行,兴业银行“金雪球-优悦”非保本开放式人民币理财产品,15956,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2106,2017-11-01,2017-11-01,,,7000,中国民生银行股份有限公司上海分行,非凡资产管理98天安赢第176期,15957,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2107,,,,nan天,10000,中国光大银行股份有限公司上海分行,人民币结构性存款SD201701M137A,15958,上海全筑建筑装饰集团股份有限公司,结构性存款,自有资金,公司本身,否
2108,,,,nan天,10000,中国光大银行股份有限公司上海分行,结构性存款,15958,上海全筑建筑装饰集团股份有限公司,结构性存款,自有资金,公司本身,否
2109,,,,91天,5000,中信银行,共赢稳健周期91天(尊享),15958,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2110,2017-10-24,2017-10-24,,,5000,厦门国际银行股份有限公司,“赢喜”系列代客理财产品2017005期,15959,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2111,,,,nan天,8000,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列(点滴成金)理财产品(WG17M03039),15960,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2112,,,,nan天,3000,中信银行股份有限公司上海分行,结构性存款,15961,上海全筑建筑装饰集团股份有限公司,结构性存款,自筹资金,公司本身,否
2113,2017-10-13,2017-10-13,,,5000,浙商银行股份有限公司上海分行,专属理财1号94天型Z117094027,15962,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2114,2017-09-21,2017-09-21,,,10000,中国光大银行股份有限公司上海分行,结构性存款产品2017101045988号,15963,上海全筑建筑装饰集团股份有限公司,结构性存款,自有资金,公司本身,否
2115,,,,,10000,中国光大银行股份有限公司上海分行,“稳进”2号SD201701M118A结构性存款产品,15963,上海全筑建筑装饰集团股份有限公司,结构性存款,自有资金,公司本身,否
2116,2017-09-18,2017-09-18,,,2000,厦门国际银行股份有限公司上海分行,人民币“步步为赢”结构性存款产品171510期,15964,上海全筑建筑装饰集团股份有限公司,结构性存款,自筹资金,公司本身,否
2117,,,,2天,7000,中国民生银行股份有限公司,非凡资产管理92天安赢第162期对公款,15965,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2118,,,,nan天,3000,中信银行股份有限公司上海分行,中信理财之共赢利率结构17492期人民币结构性理财产品(C17AU0192),15966,上海全筑建筑装饰集团股份有限公司,银行理财产品,自筹资金,公司本身,否
2119,,,,nan天,8000,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列(点滴成金)理财产品(WG17M03024期),15966,上海全筑建筑装饰集团股份有限公司,银行理财产品,自筹资金,公司本身,否
2120,,,,nan天,8000,上海银行股份有限公司漕河泾支行,上海银行“赢家”货币及债券系列(点滴成金)理财产品(代码WG17M01018),15967,上海全筑建筑装饰集团股份有限公司,银行理财产品,自筹资金,公司本身,否
2121,2017-05-10,2017-05-10,,,2000,厦门国际银行股份有限公司上海分行,“步步为赢”17648期,15968,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2122,,,,nan天,3000,中信银行股份有限公司上海分行,中信理财之共赢保本周期91天理财产品(代码B160C0243),15969,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2123,,,,nan天,7000,中国民生银行上海青浦支行,定期存款,15969,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2124,,,,nan天,8000,厦门国际银行股份有限公司上海分行,上海银行“赢家”货币及债券系列(点滴成金)理财产品(代码WG16059S),15969,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2125,,,,nan天,5000,兴业银行股份有限公司上海分行,兴业银行“金雪球-优选”2016年第9期保本浮动收益型封闭,15969,上海全筑建筑装饰集团股份有限公司,银行理财产品,自有资金,公司本身,否
2126,2016-11-03,2016-11-03,,,2000,厦门国际银行股份有限公司上海分行,人民币“步步为赢”结构性存款161688期(代码161688),15969,上海全筑建筑装饰集团股份有限公司,结构性存款,自筹资金,公司本身,否
2127,,,,2016天,,中央银行,中银保本理财-人民币全球智选理财产品,16009,浙江仙通橡塑股份有限公司,银行理财产品,自有资金,公司本身,否
2128,,,,2016天,,中央银行,中银保本理财-人民币全球智选理财产品,16009,浙江仙通橡塑股份有限公司,银行理财产品,自有资金,公司本身,否
2129,,,,nan天,,中国银行股份有限公司唐山市丰南支行,中银保本理财-人民币按期开放理财产品,16009,浙江仙通橡塑股份有限公司,银行理财产品,自有资金,公司本身,否
2130,,,,nan天,,中国银行股份有限公司唐山市丰南支行,中银保本理财-人民币按期开放理财产品,16009,浙江仙通橡塑股份有限公司,银行理财产品,自有资金,公司本身,否
2131,,,,nan天,,浙商银行股份有限公司,浙商银行人民币理财产品(专属理财1号)182天型,16009,浙江仙通橡塑股份有限公司,银行理财产品,自有资金,公司本身,否
2132,,,,nan天,16000,中国建设银行股份有限公司,中银保本理财-人民币按期开放理财产品,16010,深圳市雄韬电源科技股份有限公司,银行理财产品,"自筹资金,自有资金",公司本身,否
2133,,,,,4000,中国建设银行股份有限公司,“乾元-众享”保本型人民币理财产品2018年第264期,16010,深圳市雄韬电源科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2134,,,,nan天,12000,中国银行股份有限公司,中银保本理财-人民币按期开放理财产品,16011,深圳市雄韬电源科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2135,,,,70天,10000,兴业银行股份有限公司,70天封闭式结构性存款理财,16011,深圳市雄韬电源科技股份有限公司,结构性存款,自筹资金,公司本身,否
2136,,,,55天,3000,兴业银行股份有限公司,55天封闭式结构性存款理财,16011,深圳市雄韬电源科技股份有限公司,结构性存款,自筹资金,公司本身,否
2137,,,,nan天,16000,招商证券股份有限公司,招商证券收益凭证-“磐石”605期本金保障型收益凭证,16012,深圳市雄韬电源科技股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2138,,,,nan天,6000,中国建设银行股份有限公司,中银保本理财-人民币按期开放理财产品,16012,深圳市雄韬电源科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2139,,,,,3000,中国建设银行股份有限公司,“乾元”保本型人民币理财产品2018年第25期,16012,深圳市雄韬电源科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2140,,,,nan天,12000,招商证券股份有限公司,招商证券收益凭证-“磐石”529期本金保障型收益凭证,16014,深圳市雄韬电源科技股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2141,,,,nan天,10000,中信证券股份有限公司,中信证券股份有限公司2017年度第331期收益凭证,16016,深圳市雄韬电源科技股份有限公司,证券公司理财产品,自筹资金,公司本身,否
2142,,,,nan天,10000,中国建设银行股份有限公司,“乾元-顺鑫”保本型2017年第107期理财产品,16016,深圳市雄韬电源科技股份有限公司,银行理财产品,自有资金,公司本身,否
2143,,,,nan天,5000,广东华兴银行股份有限公司,“华兴财富盈2017101301号”理财产品,16016,深圳市雄韬电源科技股份有限公司,银行理财产品,自有资金,公司本身,否
2144,,,,nan天,8000,中国银行股份有限公司,中银保本理财-人民币按期开放理财产品,16017,深圳市雄韬电源科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2145,,,,nan天,17000,中国建设银行,“乾元-顺鑫”保本型2016年第34期理财产品,16017,深圳市雄韬电源科技股份有限公司,银行理财产品,自筹资金,公司本身,否
2146,,,,nan天,4000,中国海诚,蕴通财富结构性存款4个月,16018,中国海诚工程科技股份有限公司,结构性存款,自有资金,公司本身,否
2147,,,,nan天,5000,兴业银行,蕴通财富结构性存款6个月,16018,中国海诚工程科技股份有限公司,结构性存款,自有资金,公司本身,否
2148,,,,nan天,4000,交通银行,蕴通财富结构性存款9个月,16018,中国海诚工程科技股份有限公司,结构性存款,自有资金,公司本身,否
2149,,,,nan天,6000,中国海诚,蕴通财富结构性存款4个月,16018,中国海诚工程科技股份有限公司,结构性存款,自有资金,公司本身,否
2150,,,,nan天,6000,中国海诚,蕴通财富结构性存款3个月,16019,中国海诚工程科技股份有限公司,结构性存款,自有资金,公司本身,否
2151,,,,nan天,8000,兴业银行,蕴通财富结构性存款6个月,16019,中国海诚工程科技股份有限公司,结构性存款,自有资金,公司本身,否
2152,,,,,6000,兴业银行股份有限公司,企业金融结构性存款,16019,中国海诚工程科技股份有限公司,结构性存款,自有资金,公司本身,否
